// model size: 342.466 x 114.155 x 76.401
// textures used: ['grs_dock.png']

NVERTS 32
NFACES 44

VERTEX
-171.23380, 57.07860, -76.40143
-171.23380, 57.07860, -0.00100
171.23180, 57.07860, -0.00100
171.23180, 57.07860, -76.40143
-171.23380, -57.07660, -76.40143
-171.23380, -57.07660, -0.00100
171.23180, -57.07660, -0.00100
171.23180, -57.07660, -76.40143
-168.94057, -52.87646, -76.40143
-158.63341, -52.87646, -76.40143
168.93504, -52.87646, -76.40143
-168.94057, 53.36771, -76.40143
168.93504, 53.36770, -76.40143
160.09912, 53.36771, -76.40143
171.23180, -54.99329, -74.29361
171.23180, -54.99332, -1.92089
-171.23380, -54.99330, -1.92089
-171.23380, -54.99328, -74.29360
171.23180, 54.92617, -1.92089
-171.23380, 54.92618, -1.92088
171.23180, 54.92619, -74.29360
-171.23380, 54.92620, -74.29359
-168.28346, 57.07860, -3.16808
-168.28354, 57.07860, -73.54945
-168.28354, -57.07660, -73.54945
-168.28346, -57.07660, -3.16808
168.11401, 57.07860, -73.54946
168.11407, 57.07860, -3.16809
168.11407, -57.07660, -3.16809
168.11401, -57.07660, -73.54945
-158.44977, 57.07860, -73.54945
-158.44977, -57.07660, -73.54945

FACES
127,127,127,	0.00000,-0.00000,-1.00000,	3,	0,11,3
128,127,127,	-1.00000,-0.00000,-0.00000,	3,	0,21,4
129,127,127,	-0.00000,1.00000,-0.00000,	3,	0,22,1
130,127,127,	-1.00000,0.00000,-0.00000,	3,	1,16,19
131,127,127,	-1.00000,-0.00000,-0.00000,	3,	1,21,0
132,127,127,	-0.00000,1.00000,-0.00000,	3,	1,22,2
133,127,127,	1.00000,0.00000,-0.00000,	3,	2,18,6
134,127,127,	-0.00000,1.00000,0.00000,	3,	2,27,3
135,127,127,	-0.00000,-0.00000,-1.00000,	3,	3,10,7
136,127,127,	0.00000,-0.00000,-1.00000,	3,	3,11,13
137,127,127,	-0.00000,-0.00000,-1.00000,	3,	3,13,12
138,127,127,	1.00000,-0.00000,-0.00000,	3,	3,14,20
139,127,127,	1.00000,-0.00000,-0.00000,	3,	3,18,2
140,127,127,	0.00000,1.00000,-0.00000,	3,	3,30,0
141,127,127,	-0.00000,0.00000,-1.00000,	3,	4,9,8
142,127,127,	-0.00000,0.00000,-1.00000,	3,	4,10,9
143,127,127,	-0.00000,0.00000,-1.00000,	3,	4,11,0
144,127,127,	-1.00000,-0.00000,0.00000,	3,	4,16,5
145,127,127,	-1.00000,-0.00000,0.00000,	3,	4,21,17
146,127,127,	-0.00000,-1.00000,-0.00000,	3,	4,24,31
147,127,127,	0.00000,-1.00000,-0.00000,	3,	4,31,7
148,127,127,	-1.00000,0.00000,-0.00000,	3,	5,16,1
149,127,127,	-0.00000,-1.00000,-0.00000,	3,	5,25,4
150,127,127,	1.00000,-0.00000,0.00000,	3,	6,14,7
151,127,127,	1.00000,-0.00000,0.00000,	3,	6,18,15
152,127,127,	-0.00000,-1.00000,-0.00000,	3,	6,28,5
153,127,127,	-0.00000,-0.00000,-1.00000,	3,	7,10,4
154,127,127,	1.00000,-0.00000,-0.00000,	3,	7,14,3
155,127,127,	-0.00000,-1.00000,0.00000,	3,	7,28,6
156,127,127,	-0.00000,0.00000,-1.00000,	3,	8,11,4
157,127,127,	0.00000,-0.00000,-1.00000,	3,	12,10,3
158,127,127,	1.00000,0.00000,0.00000,	3,	15,14,6
159,127,127,	-1.00000,-0.00000,-0.00000,	3,	17,16,4
160,127,127,	-1.00000,0.00000,-0.00000,	3,	19,21,1
161,127,127,	1.00000,-0.00000,-0.00000,	3,	20,18,3
162,127,127,	-0.00000,1.00000,0.00000,	3,	22,0,23
163,127,127,	-0.00000,1.00000,-0.00000,	3,	22,27,2
164,127,127,	-0.00000,-1.00000,0.00000,	3,	24,4,25
165,127,127,	0.00000,-1.00000,0.00000,	3,	25,5,28
166,127,127,	-0.00000,1.00000,-0.00000,	3,	26,3,27
167,127,127,	-0.00000,-1.00000,-0.00000,	3,	28,7,29
168,127,127,	-0.00000,-1.00000,-0.00000,	3,	29,7,31
169,127,127,	-0.00000,1.00000,-0.00000,	3,	30,3,26
170,127,127,	0.00000,1.00000,-0.00000,	3,	30,23,0

TEXTURES
grs_dock.png	1.0 1.0	0.00000 0.70047	0.00602 0.71020	0.89860 0.70047
grs_dock.png	1.0 1.0	0.40094 0.00000	0.39540 0.00565	0.40094 0.29953
grs_dock.png	1.0 1.0	0.89860 0.29953	0.89086 0.49169	0.89860 0.50000
grs_dock.png	1.0 1.0	0.20047 0.00000	0.20551 0.29407	0.20551 0.00565
grs_dock.png	1.0 1.0	0.20047 0.00000	0.39540 0.00565	0.40094 0.00000
grs_dock.png	1.0 1.0	0.89860 0.50000	0.89086 0.49169	0.00000 0.50000
grs_dock.png	1.0 1.0	0.20047 0.00000	0.19543 0.00565	0.20047 0.29953
grs_dock.png	1.0 1.0	0.00000 0.50000	0.00818 0.49169	0.00000 0.29953
grs_dock.png	1.0 1.0	0.89860 0.70047	0.89257 0.98898	0.89860 1.00000
grs_dock.png	1.0 1.0	0.89860 0.70047	0.00602 0.71020	0.86939 0.71020
grs_dock.png	1.0 1.0	0.89860 0.70047	0.86939 0.71020	0.89257 0.71020
grs_dock.png	1.0 1.0	0.00000 0.00000	0.00553 0.29407	0.00553 0.00565
grs_dock.png	1.0 1.0	0.00000 0.00000	0.19543 0.00565	0.20047 0.00000
grs_dock.png	1.0 1.0	0.00000 0.29953	0.86505 0.30702	0.89860 0.29953
grs_dock.png	1.0 1.0	0.00000 1.00000	0.03306 0.98898	0.00602 0.98898
grs_dock.png	1.0 1.0	0.00000 1.00000	0.89257 0.98898	0.03306 0.98898
grs_dock.png	1.0 1.0	0.00000 1.00000	0.00602 0.71020	0.00000 0.70047
grs_dock.png	1.0 1.0	0.40094 0.29953	0.20551 0.29407	0.20047 0.29953
grs_dock.png	1.0 1.0	0.40094 0.29953	0.39540 0.00565	0.39540 0.29407
grs_dock.png	1.0 1.0	0.00000 0.50000	0.00774 0.50748	0.03354 0.50748
grs_dock.png	1.0 1.0	0.00000 0.50000	0.03354 0.50748	0.89860 0.50000
grs_dock.png	1.0 1.0	0.20047 0.29953	0.20551 0.29407	0.20047 0.00000
grs_dock.png	1.0 1.0	0.00000 0.70047	0.00774 0.69216	0.00000 0.50000
grs_dock.png	1.0 1.0	0.20047 0.29953	0.00553 0.29407	0.00000 0.29953
grs_dock.png	1.0 1.0	0.20047 0.29953	0.19543 0.00565	0.19543 0.29407
grs_dock.png	1.0 1.0	0.89860 0.70047	0.89042 0.69216	0.00000 0.70047
grs_dock.png	1.0 1.0	0.89860 1.00000	0.89257 0.98898	0.00000 1.00000
grs_dock.png	1.0 1.0	0.00000 0.29953	0.00553 0.29407	0.00000 0.00000
grs_dock.png	1.0 1.0	0.89860 0.50000	0.89042 0.69216	0.89860 0.70047
grs_dock.png	1.0 1.0	0.00602 0.98898	0.00602 0.71020	0.00000 1.00000
grs_dock.png	1.0 1.0	0.89257 0.71020	0.89257 0.98898	0.89860 0.70047
grs_dock.png	1.0 1.0	0.19543 0.29407	0.00553 0.29407	0.20047 0.29953
grs_dock.png	1.0 1.0	0.39540 0.29407	0.20551 0.29407	0.40094 0.29953
grs_dock.png	1.0 1.0	0.20551 0.00565	0.39540 0.00565	0.20047 0.00000
grs_dock.png	1.0 1.0	0.00553 0.00565	0.19543 0.00565	0.00000 0.00000
grs_dock.png	1.0 1.0	0.89086 0.49169	0.89860 0.29953	0.89086 0.30702
grs_dock.png	1.0 1.0	0.89086 0.49169	0.00818 0.49169	0.00000 0.50000
grs_dock.png	1.0 1.0	0.00774 0.50748	0.00000 0.50000	0.00774 0.69216
grs_dock.png	1.0 1.0	0.00774 0.69216	0.00000 0.70047	0.89042 0.69216
grs_dock.png	1.0 1.0	0.00818 0.30702	0.00000 0.29953	0.00818 0.49169
grs_dock.png	1.0 1.0	0.89042 0.69216	0.89860 0.50000	0.89042 0.50748
grs_dock.png	1.0 1.0	0.89042 0.50748	0.89860 0.50000	0.03354 0.50748
grs_dock.png	1.0 1.0	0.86505 0.30702	0.00000 0.29953	0.00818 0.30702
grs_dock.png	1.0 1.0	0.86505 0.30702	0.89086 0.30702	0.89860 0.29953

END
