// model size: 1454.891 x 1736.313 x 1456.835
// textures used: ['grs_living.png']

NVERTS 168
NFACES 294

VERTEX
761.89746, 116.83217, 760.19861
870.11798, 116.83217, 684.42181
997.72919, 116.83217, 650.22852
1129.33936, 116.83217, 661.74286
1249.07422, 116.83217, 717.57617
1342.49207, 116.83217, 810.99408
1398.32532, 116.83217, 930.72900
1409.83972, 116.83217, 1062.33911
1375.64636, 116.83217, 1189.95032
1299.86951, 116.83217, 1298.17078
1191.64905, 116.83217, 1373.94763
1064.03784, 116.83217, 1408.14087
932.42773, 116.83217, 1396.62646
812.69281, 116.83217, 1340.79309
719.27496, 116.83217, 1247.37524
663.44171, 116.83217, 1127.64026
651.92737, 116.83217, 996.03021
686.12073, 116.83217, 868.41901
742.51367, 161.99527, 740.81488
858.53278, 161.99527, 659.57739
995.33997, 161.99527, 622.92004
1136.43420, 161.99527, 635.26416
1264.79749, 161.99527, 695.12091
1364.94727, 161.99527, 795.27075
1424.80408, 161.99527, 923.63397
1437.14819, 161.99527, 1064.72827
1400.49084, 161.99527, 1201.53540
1319.25330, 161.99527, 1317.55444
1203.23413, 161.99527, 1398.79199
1066.42700, 161.99527, 1435.44934
925.33276, 161.99527, 1423.10522
796.96948, 161.99527, 1363.24841
760.63354, 207.15837, 758.93475
869.36255, 207.15837, 682.80194
997.57336, 207.15837, 648.44794
1129.80188, 207.15837, 660.01642
1250.09924, 207.15837, 716.11206
1343.95605, 207.15837, 809.96887
1400.05176, 207.15837, 930.26636
1411.62024, 207.15837, 1062.49487
1377.26624, 207.15837, 1190.70557
1301.13342, 207.15837, 1299.43457
1192.40442, 207.15837, 1375.56738
1064.19360, 207.15837, 1409.92139
931.96515, 207.15837, 1398.35291
717.81085, 207.15837, 1248.40039
901.36792, 30.52427, 901.87952
1014.29279, 30.52427, 849.22180
1077.31250, 30.52427, 854.73529
1134.64600, 30.52427, 881.47034
1179.37793, 30.52427, 926.20227
1206.11304, 30.52427, 983.53571
1211.62646, 30.52427, 1046.55542
1195.25342, 30.52427, 1107.66040
1158.96875, 30.52427, 1159.48035
1107.14880, 30.52427, 1195.76514
1046.04382, 30.52427, 1212.13806
983.02405, 30.52427, 1206.62451
1088.95032, 289.93298, 811.30249
1160.43689, 289.93298, 844.63721
1216.21106, 289.93298, 900.41144
1249.54578, 289.93298, 971.89795
1256.42029, 289.93298, 1050.47449
1236.00549, 289.93298, 1126.66345
1190.76367, 289.93298, 1191.27539
1126.15173, 289.93298, 1236.51721
1049.96277, 289.93298, 1256.93188
995.75519, -342.10794, 994.05627
1029.78711, -342.10794, 979.95978
1063.81909, -342.10794, 994.05627
1077.91553, -342.10794, 1028.08826
1063.81909, -342.10794, 1062.12024
1029.78711, -342.10794, 1076.21667
995.75519, -342.10794, 1062.12024
981.65869, -342.10794, 1028.08826
960.85370, 764.79584, 959.15485
1029.78711, 764.79584, 930.60168
1098.72058, 764.79584, 959.15485
1127.27368, 764.79584, 1028.08826
1098.72058, 764.79584, 1097.02161
1029.78711, 764.79584, 1125.57483
960.85370, 764.79584, 1097.02161
932.30054, 764.79584, 1028.08826
911.74567, 118.92432, 915.17029
901.07648, 118.92432, 954.98828
930.22528, 118.92432, 984.13708
970.04327, 118.92432, 973.46790
980.71252, 118.92432, 933.64984
951.56366, 118.92432, 904.50104
940.89447, -573.61725, 944.31909
1041.58374, -639.41241, 1036.87158
1045.14185, -639.41229, 1037.82495
1042.53711, -639.41241, 1040.42969
1036.96472, 199.25311, 1032.25269
1051.45142, 199.25311, 1036.13440
1040.84644, 199.25311, 1046.73938
1043.08752, 1096.90051, 1038.37549
1019.55597, 483.24603, 997.18835
1034.23511, 483.24603, 1001.12164
1023.48926, 483.24603, 1011.86749
1025.76013, 1073.58716, 1003.39252
953.18787, 30.52427, 865.59485
934.18488, 289.93298, 824.84277
869.57288, 289.93298, 870.08453
1010.37384, 289.93298, 804.42798
971.38629, 289.93298, 1250.05737
925.69061, 30.52427, 1179.88953
899.89978, 289.93298, 1216.72266
880.95868, 30.52427, 1135.15759
844.12561, 289.93298, 1160.94849
854.22369, 30.52427, 1077.82410
810.79089, 289.93298, 1089.46191
848.71021, 30.52427, 1014.80438
803.91638, 289.93298, 1010.88544
865.08319, 30.52427, 953.69946
824.33118, 289.93298, 934.69641
696.81976, 161.99527, 1263.09851
636.96301, 161.99527, 1134.73523
624.61890, 161.99527, 993.64105
661.27625, 161.99527, 856.83386
811.66766, 207.15837, 1342.25720
661.71527, 207.15837, 1128.10291
650.14685, 207.15837, 995.87445
684.50079, 207.15837, 867.66364
1057.69775, 287.42075, 1018.56598
983.82397, 287.87720, 944.27612
1048.68750, 371.18518, 1014.45160
973.11475, 337.62427, 933.56689
1053.32703, 501.45752, 1015.09808
937.87341, 454.52628, 898.32556
1025.91626, 624.42188, 986.36841
878.96777, 567.06897, 839.41992
935.76636, 737.75873, 896.21851
797.84833, 672.47003, 758.30054
823.14960, 843.83356, 783.60181
696.51239, 767.44348, 656.96460
690.83881, 938.31097, 651.29102
577.45532, 848.36005, 537.90753
542.09204, 1004.18463, 502.54428
443.60861, 911.59735, 404.06085
380.57184, 1043.27344, 341.02411
298.26797, 954.01373, 258.72025
210.25569, 1050.96289, 170.70798
145.01219, 973.44977, 105.46448
50.77880, 1051.18359, 12.02217
19.43459, 966.21136, -21.38553
1022.34241, 287.42072, 1053.92126
945.74786, 287.87720, 982.35229
1013.18176, 371.18518, 1049.95740
934.99622, 337.62427, 971.68536
1017.34949, 501.45752, 1051.07556
899.62354, 454.52628, 936.57550
989.22900, 624.42188, 1023.05560
840.52557, 567.06897, 877.86212
898.26379, 737.75873, 933.72113
759.19733, 672.47003, 796.95154
784.89191, 843.83356, 821.85950
657.69165, 767.44348, 695.78534
652.06787, 938.31097, 690.06201
538.56445, 848.36005, 576.79840
503.22644, 1004.18463, 541.40985
404.80569, 911.59735, 442.86377
342.18167, 1043.27344, 379.41425
259.76062, 954.01373, 297.22778
173.01897, 1050.96289, 207.94469
107.04181, 973.44977, 143.43486
15.42346, 1051.18359, 47.37751
-17.74326, 966.21136, 15.79232

FACES
127,127,127,	0.00000,-1.00000,0.00000,	3,	0,17,1
128,127,127,	-0.49233,-0.51308,-0.70311,	3,	0,19,18
129,127,127,	-0.70311,-0.51308,-0.49233,	3,	0,119,17
130,127,127,	0.00000,-1.00000,0.00000,	3,	1,17,2
131,127,127,	-0.49233,-0.51308,-0.70311,	3,	1,19,0
132,127,127,	0.00000,-1.00000,-0.00000,	3,	2,4,3
133,127,127,	-0.22216,-0.51308,-0.82910,	3,	2,19,1
134,127,127,	0.07481,-0.51308,-0.85508,	3,	2,21,20
135,127,127,	0.07481,-0.51308,-0.85508,	3,	3,21,2
136,127,127,	-0.00000,-1.00000,0.00000,	3,	4,2,5
137,127,127,	0.36275,-0.51308,-0.77792,	3,	4,21,3
138,127,127,	0.60694,-0.51308,-0.60694,	3,	4,23,22
139,127,127,	-0.00000,-1.00000,0.00000,	3,	5,2,6
140,127,127,	0.60694,-0.51308,-0.60694,	3,	5,23,4
141,127,127,	-0.00000,-1.00000,0.00000,	3,	6,2,9
142,127,127,	0.00000,-1.00000,0.00000,	3,	6,8,7
143,127,127,	0.77792,-0.51308,-0.36275,	3,	6,23,5
144,127,127,	0.85508,-0.51308,-0.07481,	3,	6,25,24
145,127,127,	0.85508,-0.51308,-0.07481,	3,	7,25,6
146,127,127,	-0.00000,-1.00000,-0.00000,	3,	8,6,9
147,127,127,	0.82910,-0.51308,0.22216,	3,	8,25,7
148,127,127,	0.70311,-0.51308,0.49233,	3,	8,27,26
149,127,127,	-0.00000,-1.00000,-0.00000,	3,	9,2,16
150,127,127,	0.00000,-1.00000,0.00000,	3,	9,11,10
151,127,127,	0.70311,-0.51308,0.49233,	3,	9,27,8
152,127,127,	0.49233,-0.51308,0.70311,	3,	10,27,9
153,127,127,	0.22216,-0.51308,0.82910,	3,	10,29,28
154,127,127,	-0.00000,-1.00000,-0.00000,	3,	11,9,13
155,127,127,	-0.00000,-1.00000,0.00000,	3,	11,13,12
156,127,127,	0.22216,-0.51308,0.82910,	3,	11,29,10
157,127,127,	-0.07481,-0.51308,0.85508,	3,	12,29,11
158,127,127,	-0.36275,-0.51308,0.77792,	3,	12,31,30
159,127,127,	-0.00000,-1.00000,-0.00000,	3,	13,9,15
160,127,127,	-0.00000,-1.00000,0.00000,	3,	13,15,14
161,127,127,	-0.36275,-0.51308,0.77792,	3,	13,31,12
162,127,127,	-0.60694,-0.51308,0.60694,	3,	14,31,13
163,127,127,	-0.77792,-0.51308,0.36275,	3,	14,117,116
164,127,127,	0.00000,-1.00000,-0.00000,	3,	15,9,16
165,127,127,	-0.77792,-0.51308,0.36275,	3,	15,117,14
166,127,127,	-0.00000,-1.00000,-0.00000,	3,	16,2,17
167,127,127,	-0.85508,-0.51308,0.07481,	3,	16,117,15
168,127,127,	-0.82910,-0.51308,-0.22216,	3,	16,119,118
169,127,127,	-0.82910,-0.51308,-0.22216,	3,	17,119,16
170,127,127,	-0.70311,-0.51308,-0.49233,	3,	18,119,0
171,127,127,	-0.50071,0.48779,-0.71509,	3,	19,32,18
172,127,127,	-0.22594,0.48779,-0.84322,	3,	19,34,33
173,127,127,	-0.22216,-0.51308,-0.82910,	3,	20,19,2
174,127,127,	-0.22594,0.48779,-0.84322,	3,	20,34,19
175,127,127,	0.07608,0.48779,-0.86964,	3,	21,34,20
176,127,127,	0.36893,0.48779,-0.79117,	3,	21,36,35
177,127,127,	0.36275,-0.51308,-0.77792,	3,	22,21,4
178,127,127,	0.36893,0.48779,-0.79117,	3,	22,36,21
179,127,127,	0.61728,0.48779,-0.61728,	3,	23,36,22
