// Converted by Obj2DatTexNorm.py Wavefront OBJ file conversion script
// (c) 2005-2013 By Giles Williams and Jens Ayton
// 
// original file: "grs_buoy-base2.obj"
// 
// model size: 100.000 x 20.000 x 100.000
// 
// materials used: ['grs_target_metal.png']
// 
NVERTS 48
NFACES 16

VERTEX
-35.35 0 35.35
0 10 0
0 0 50
-35.35 0 -35.35
-50 0 0
0 -10 0
-35.35 0 -35.35
0 0 -50
0 10 0
35.35 0 -35.35
50 0 0
0 10 0
35.35 0 -35.35
0 0 -50
0 -10 0
35.35 0 35.35
50 0 0
0 -10 0
0 0 50
0 10 0
35.35 0 35.35
0 0 50
0 -10 0
-35.35 0 35.35
-35.35 0 35.35
-50 0 0
0 10 0
0 10 0
0 0 -50
35.35 0 -35.35
0 -10 0
50 0 0
35.35 0 -35.35
0 -10 0
0 0 -50
-35.35 0 -35.35
35.35 0 35.35
0 -10 0
0 0 50
0 10 0
50 0 0
35.35 0 35.35
0 10 0
-50 0 0
-35.35 0 -35.35
0 -10 0
-50 0 0
-35.35 0 35.35

FACES
0 0 0	0 0 0	3	0 1 2
0 0 0	0 0 0	3	3 4 5
0 0 0	0 0 0	3	6 7 8
0 0 0	0 0 0	3	9 10 11
0 0 0	0 0 0	3	12 13 14
0 0 0	0 0 0	3	15 16 17
0 0 0	0 0 0	3	18 19 20
0 0 0	0 0 0	3	21 22 23
0 0 0	0 0 0	3	24 25 26
0 0 0	0 0 0	3	27 28 29
0 0 0	0 0 0	3	30 31 32
0 0 0	0 0 0	3	33 34 35
0 0 0	0 0 0	3	36 37 38
0 0 0	0 0 0	3	39 40 41
0 0 0	0 0 0	3	42 43 44
0 0 0	0 0 0	3	45 46 47

TEXTURES
0	1.0 1.0	0.14453 0.14844	0.5 0.5	0.5 0
0	1.0 1.0	0.85156 0.14844	1 0.5	0.5 0.5
0	1.0 1.0	0.14453 0.85547	0.5 1	0.5 0.5
0	1.0 1.0	0.85156 0.85547	1 0.5	0.5 0.5
0	1.0 1.0	0.14453 0.14844	0.5 0	0.5 0.5
0	1.0 1.0	0.14453 0.85547	0 0.5	0.5 0.5
0	1.0 1.0	0.5 0	0.5 0.5	0.85156 0.14844
0	1.0 1.0	0.5 1	0.5 0.5	0.85156 0.85547
0	1.0 1.0	0.14453 0.14844	0 0.5	0.5 0.5
0	1.0 1.0	0.5 0.5	0.5 1	0.85156 0.85547
0	1.0 1.0	0.5 0.5	0 0.5	0.14453 0.14844
0	1.0 1.0	0.5 0.5	0.5 0	0.85156 0.14844
0	1.0 1.0	0.14453 0.85547	0.5 0.5	0.5 1
0	1.0 1.0	0.5 0.5	1 0.5	0.85156 0.14844
0	1.0 1.0	0.5 0.5	0 0.5	0.14453 0.85547
0	1.0 1.0	0.5 0.5	1 0.5	0.85156 0.85547

NAMES 1
grs_target_metal.png

NORMALS
-0.08101 0.97736 0.19547
-0.08101 0.97736 0.19547
-0.08101 0.97736 0.19547
-0.19547 -0.97736 -0.08101
-0.19547 -0.97736 -0.08101
-0.19547 -0.97736 -0.08101
-0.08101 0.97736 -0.19547
-0.08101 0.97736 -0.19547
-0.08101 0.97736 -0.19547
0.19547 0.97736 -0.08101
0.19547 0.97736 -0.08101
0.19547 0.97736 -0.08101
0.08101 -0.97736 -0.19547
0.08101 -0.97736 -0.19547
0.08101 -0.97736 -0.19547
0.19547 -0.97736 0.08101
0.19547 -0.97736 0.08101
0.19547 -0.97736 0.08101
0.08101 0.97736 0.19547
0.08101 0.97736 0.19547
0.08101 0.97736 0.19547
-0.08101 -0.97736 0.19547
-0.08101 -0.97736 0.19547
-0.08101 -0.97736 0.19547
-0.19547 0.97736 0.08101
-0.19547 0.97736 0.08101
-0.19547 0.97736 0.08101
0.08101 0.97736 -0.19547
0.08101 0.97736 -0.19547
0.08101 0.97736 -0.19547
0.19547 -0.97736 -0.08101
0.19547 -0.97736 -0.08101
0.19547 -0.97736 -0.08101
-0.08101 -0.97736 -0.19547
-0.08101 -0.97736 -0.19547
-0.08101 -0.97736 -0.19547
0.08101 -0.97736 0.19547
0.08101 -0.97736 0.19547
0.08101 -0.97736 0.19547
0.19547 0.97736 0.08101
0.19547 0.97736 0.08101
0.19547 0.97736 0.08101
-0.19547 0.97736 -0.08101
-0.19547 0.97736 -0.08101
-0.19547 0.97736 -0.08101
-0.19547 -0.97736 0.08101
-0.19547 -0.97736 0.08101
-0.19547 -0.97736 0.08101

END
